sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
5690@1,-80.10195253,40.64159095,7,4,1,1,4,13,26,120,100,86,84,80,101,95,83,138,146,194,127,103,70,57,22,15
132@1,-80.07832635,40.34670352,20,8,4,4,18,51,259,497,505,405,359,405,369,387,434,590,658,706,549,385,273,170,71,38
6122@1,-79.88346086,40.40017462,29,22,12,30,107,230,270,255,171,154,181,212,240,276,318,373,347,239,202,158,150,129,87,41
10477@2,-79.80378264,40.3782217,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,729,778,732,783,738,869,-1,-1,-1,-1,-1,-1
5943@1,-79.8189978,40.48435808,116,76,48,50,104,392,329,543,297,38,893,57,46,174,161,418,408,551,177,807,631,498,338,246
22398@2,-80.00015089,40.50362673,20,7,8,9,33,76,231,445,370,287,249,287,323,384,440,754,787,521,490,301,262,164,100,32
27466@1,-79.93139262,40.48915884,29,15,9.5,6,15,62.5,173,325,311.5,232,200,182.5,207.5,217,264,337,506.5,472.5,295.5,252.5,175,141,96.5,60.5
11556@1,-80.05433764,40.6214858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,904,925,834,866,948,911,-1,-1,-1,-1,-1,-1
11556@2,-80.05445883,40.62140958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,884,934,814,34,788,-1,-1,-1,-1,-1,-1
10573@1,-80.20166759,40.53630106,56,28,23,23,33,85,324,369,267,356,373,376,486,521,512,592,759,817,569,355,386,300,194,152
10573@2,-80.20182708,40.5361244,49,16,23,41,53,146,382,731,764,509,476,451,472,450,524,492,568,642,408,269,234,169,115,71
5902@1,-79.81701824,40.5443436,31,19,18,21,52,186,412,650,557,310,264,326,350,291,434,512,542,526,334,184,134,103,76,52
27508@1,-79.99946583,40.56189873,18,13,6,10,13,89,365,576,530,429,440,416,430,468,551,702,705,673,500,360,269,155,78,53
104@1,-79.92663403,40.37303089,209,115,86,104,287,742,573,600,413,160,114,238,305,319,573,701,939,852,507,130,889,753,558,367
5292@1,-79.89655676,40.4938015,9,7,1,2,9,46,195,391,377,266,233,209,278,216,268,344,333,311,294,239,147,119,73,52
10474@1,-80.2858422,40.47927308,15,13,10,14,31,101,316,201,191,187,183,216,213,249,258,319,348,475,280,245,120,67,46,32
13239@1,-80.06208116,40.52017383,154,68,105,124,181,346,628,859,319,232,244,354,613,744,774,943,558,325,841,759,716,489,362,218
27490@1,-79.8787179,40.41071269,35.5,25,27,34,143.5,291.5,416,392,323.5,326,451.5,424.5,375.5,518.5,584.5,686.5,692,447.5,344.5,282.5,220.5,178,116,71.5
13239@2,-80.06127383,40.5198355,54,115,47,84,132,295,596,657,137,67,38,90,278,415,479,618,398,194,734,660,504,410,286,125
129@1,-80.05172251,40.33022153,44,20,8,15,31,157,378,604,571,505,489,492,572,543,589,691,807,858,792,539,439,305,150,88
8055@1,-79.91667277,40.45343137,229,117,72,84,190,597,537,471,355,755,787,784,816,674,239,440,515,527,33,512,159,887,771,451
27592@1,-80.02613257,40.43645119,24,13,12,14,28,73,251,398,424,432,528,521,533,549,554,581,664,632,494,359,239,161,91,42
5886@1,-79.86596027,40.5778841,18,15,5,20,44,142,377,484,389,274,238,352,317,293,360,488,531,530,330,251,208,153,73,49
5997@1,-79.83046148,40.31508078,131,64,56,44,143,445,859,1,894,798,916,872,73,16,135,309,503,522,234,940,822,659,429,247
27743@1,-79.85891752,40.32002336,27,8,5,13,26,78,118,145,139,127,133,148,171,194,179,247,273,290,199,153,149,115,67,43
5889@1,-79.83967946,40.53796682,22,6,9,13,24,106,398,43,952,622,624,702,722,726,830,972,120,39,671,417,260,149,119,39
5889@2,-79.83954529,40.53804261,36,19,18,21,42,109,374,593,632,644,787,777,795,818,826,866,990,942,736,535,356,240,136,63
25061@1,-80.22980592,40.56503692,77,54,56,65,132,283,738,28,762,574,577,518,593,682,770,898,19,27,632,418,401,318,252,176
6098@2,-79.97222509,40.43646252,49,59,22,33,68,311,743,116,133,829,537,544,540,532,544,820,138,164,181,406,332,247,252,145
6098@1,-79.97139423,40.43673856,211,88,107,59,92,222,541,47,219,914,836,46,109,66,286,495,931,655,401,113,834,697,429,352
6119@1,-79.89128907,40.36611853,65,45,33,29,53,139,282,525,421,385,463,512,567,546,545,552,663,773,638,487,417,346,334,125
27470@1,-79.9607594,40.46748012,103,78,58,53,104,313,601,775,722,704,678,762,746,743,653,568,535,549,606,594,465,527,449,251
5251@1,-79.75798646,40.61421345,6,4,6,8,21,114,187,213,186,152,133,129,150,155,171,210,191,213,181,86,84,69,53,28
6116@1,-79.90960275,40.36646488,60,64,59,148,429,905,917,748,529,599,647,725,720,781,48,145,126,926,699,587,484,365,239,130
6065@1,-79.92611788,40.23849274,-1,-1,-1,-1,3,5,3,17,6,13,19,11,13,14,11,12,10,8,11,5,3,4,2,2
5251@2,-79.75810174,40.61418773,17,10,4,10,15,69,88,118,149,107,102,133,133,149,170,226,252,243,146,153,115,83,55,28
21603@1,-80.27816831,40.46638584,1,1,-1,-1,3,4,11,9,2,6,5,6,15,15,6,6,9,13,6,11,4,1,1,1
27805@1,-79.76629761,40.43453607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448,435,452,535,669,796,-1,-1,-1,-1,-1,-1
5474@1,-80.1257117,40.33001719,70,35,19,23,52,178,511,782,718,636,642,642,725,688,773,826,1,17,826,584,452,369,229,153
10554@1,-79.93307275,40.44547673,44,23,15,9,7,31,75,274,428,232,196,210,202,186,220,219,338,388,326,241,185,128,142,69
5728@1,-79.9896866,40.57491708,28,19,20,21,29,129,466,757,542,408,382,437,419,482,517,707,858,826,598,395,287,227,160,96
6723@1,-80.0334549,40.44819661,135,73,78,65,99,262,803,819,875,792,785,828,819,947,20,154,256,203,815,612,542,437,371,296
5712@1,-80.07836561,40.56427891,26,11,7,9,25,113,349,517,486,318,217,284,262,248,312,448,563,640,493,255,196,133,114,51
27453@1,-79.91275372,40.46007321,29,24,22,30,65,215,560,739,566,468,417,441,514,577,721,798,891,872,669,457,327,246,137,72
23697@1,-80.09952689,40.60632919,19,14,7,10,17,73,265,570,505,460,523,508,498,462,419,539,638,838,695,567,353,215,80,35
150@1,-80.05595068,40.51342505,73,40,37,30,60,206,490,832,742,500,451,517,516,556,711,840,936,942,785,528,428,366,227,116
5535@1,-80.25364707,40.41986651,2,-1,2,2,3,9,21,53,17,20,10,29,28,18,38,35,49,49,43,27,22,17,12,2
71@1,-80.07224012,40.48416043,159,85,102,133,237,471,849,628,932,761,713,764,798,797,922,964,557,758,804,366,288,281,271,209
39232@1,-79.8725703,40.38267391,51,39,18,16,22,100,243,286,295,353,462,621,692,620,608,661,681,690,529,445,373,484,342,118
5732@1,-80.00755805,40.65941456,25,17,27,30,107,582,866,755,445,353,476,447,482,690,824,85,77,779,554,421,283,124,56,36
27468@1,-79.9238693,40.48792945,24,12,10,8,13,57,161,296,264,209,207,210,214,240,260,349,450,419,282,260,180,132,84,38
5905@1,-79.8583971,40.60496632,6,1,9,3,11,25,90,143,125,87,73,93,89,92,130,176,151,158,121,91,76,51,28,16
5741@1,-80.02539233,40.62342499,3,4,3,8,34,119,319,293,204,182,221,220,258,281,330,368,399,297,194,94,61,43,15,4
956@1,-80.00148446,40.68171776,26,8,22,17,24,116,333,532,387,321,331,390,362,352,422,532,602,506,356,185,180,125,66,49
5447@2,-80.04949614,40.37044754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,780,840,842,91,176,268,-1,-1,-1,-1,-1,-1
5447@1,-80.04942003,40.37050211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,830,796,868,871,840,23,-1,-1,-1,-1,-1,-1
5642@1,-80.23386137,40.5110889,10,7,6,16,44,143,316,291,150,158,153,217,186,190,221,305,378,229,196,137,119,69,44,26
1144@1,-80.18369808,40.49605457,31,13,7,11,27,85,203,429,330,221,228,235,290,295,352,396,489,574,404,289,261,153,105,53
27761@1,-79.87028264,40.34084913,37,19,7,5,23,48,108,127,123,122,144,150,155,169,186,214,295,267,266,192,163,141,107,67
20441@1,-79.9906935,40.28727245,43,20,15,19,29,124,313,358,296,241,254,294,305,247,320,454,518,533,409,366,270,224,186,83
14679@2,-79.87292478,40.49062424,18,9,8,12,46,150,357,456,251,255,214,233,231,233,274,317,374,390,247,142,100,90,59,49
27660@1,-80.19438615,40.44738425,6,12,5,14,82,223,334,307,215,225,252,273,257,232,340,374,402,291,223,194,111,59,32,11
19349@1,-79.84416701,40.39368594,44,14,9,23,62,200,467,670,555,453,425,407,427,441,490,573,660,687,571,406,342,238,131,67
16287@1,-79.74142648,40.62157846,1,2,2,9,18,89,138,80,46,41,39,59,51,99,134,126,83,45,50,40,24,30,35,9
15444@1,-79.8542531,40.54394385,31,5,9,11,24,70,261,411,339,241,232,239,272,277,296,403,412,397,303,221,149,118,92,66
11306@2,-79.94737267,40.60881506,53,35,26,36,74,273,737,904,875,705,648,698,675,726,770,804,847,930,801,528,390,277,180,114
38779@1,-79.98640496,40.4176104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301,288,320,436,497,434,-1,-1,-1,-1,-1,-1
21506@2,-80.08236238,40.40901666,89,26,24,35,56,191,647,69,849,731,621,813,850,906,923,32,177,268,830,617,454,338,253,142
12665@1,-80.28994376,40.54772259,39,28,20,31,59,188,309,374,288,184,217,247,267,242,378,406,444,460,361,280,187,188,133,106
3936@1,-79.99334203,40.47659553,6,-1,-1,3,-1,4,8,35,33,25,27,16,23,26,55,51,43,42,23,19,11,10,11,5
27448@1,-79.91157285,40.43552178,22,17,4,11,28,108,341,688,576,333,301,362,350,333,584,538,557,539,406,266,193,155,82,40
10563@1,-80.13793209,40.43106537,44,16,15,38,31,148,397,421,289,164,162,168,166,212,259,386,353,337,273,164,152,81,51,47
27452@1,-79.87660102,40.41409664,104,72,78,47,124,385,747,895,793,635,594,585,644,711,884,993,108,26,762,611,484,476,332,192
11997@1,-80.08923178,40.38868272,140,67,62,44,74,293,618,10,31,944,977,36,199,141,167,236,366,374,173,944,793,687,447,277
10468@2,-80.08511563,40.32277807,44,24,21,18,31,102,435,895,899,802,734,767,874,812,930,84,86,51,942,632,567,355,174,99
67@1,-80.11850635,40.35613872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,954,967,80,247,533,730,-1,-1,-1,-1,-1,-1
67@2,-80.11824795,40.35615906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,55,47,236,237,134,-1,-1,-1,-1,-1,-1
19214@1,-79.80640599,40.51554392,31,18,17,23,41,124,332,418,356,257,312,304,317,317,393,516,533,524,402,281,253,205,108,95
27782@1,-80.0074688,40.43958979,14,5,4,6,9,30,76,122,123,143,122,130,128,135,146,155,176,204,149,116,100,60,45,29
5687@1,-80.1088387,40.64310943,8,7,2,2,6,19,57,187,193,158,144,145,137,140,126,206,224,335,235,164,118,87,41,30
19115@2,-79.82836683,40.43728128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,832,842,162,84,238,56,-1,-1,-1,-1,-1,-1
5709@1,-80.04325723,40.52169281,70,40,34,23,46,129,428,772,770,556,508,552,598,582,657,811,941,95,859,613,522,381,290,182
6020@2,-79.832551,40.39438828,17.5,6,8.5,5,10,29,72,104,72,70,67,81,77.5,76.5,116,200.5,185,171.5,83,60,53.5,42.5,31,33
5855@2,-79.95236706,40.5802487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304.5,314,338.5,360,386,361.5,-1,-1,-1,-1,-1,-1
5855@1,-79.95218212,40.58036351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,619,640.5,701.5,841.5,423,380,-1,-1,-1,-1,-1,-1
6020@1,-79.83250818,40.39466273,27,11.5,15.5,11.5,34,110.5,212,256.5,196,157.5,129,156,148,178,209.5,330,305.5,273,154,112.5,94.5,85.5,68,55
21177@1,-80.11479497,40.36805182,25,17,4,8,15,54,147,345,361,345,326,348,389,406,410,506,590,680,557,371,304,249,106,51
5734@1,-80.0448453,40.58300863,25,18,12,18,35,121,450,910,641,567,536,574,563,532,673,824,938,962,674,491,335,220,87,51
10509@1,-80.01418286,40.62953127,23,25,21,60,158,532,888,879,691,598,594,624,597,686,923,12,32,810,618,472,393,225,85,66
5733@1,-80.00157045,40.66717404,17,11,19,21,62,275,406,352,231,178,234,253,239,291,375,509,423,290,187,155,122,69,29,25
5677@1,-80.13197496,40.54491527,-1,-1,-1,2,3,2,3,8,12,5,8,2,8,5,3,13,9,12,9,6,8,1,3,3
26614@2,-79.71412361,40.66757257,45,50,64,95,351,618,674,465,315,317,328,333,391,424,490,599,481,376,282,211,148,83,73,71
26614@1,-79.7141813,40.66750298,50,35,53,92,196,288,305,322,235,272,351,379,353,528,797,782,777,540,409,272,233,130,151,77
5989@1,-79.96408541,40.43639893,192,134,69,98,180,844,936,311,303,41,596,390,538,337,563,783,43,849,720,88,968,791,699,449
27772@1,-79.99674325,40.43714395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,535,506,546,538,616,601,-1,-1,-1,-1,-1,-1
25066@1,-79.87175092,40.19890043,35,26,11,43,54,185,296,331,258,204,247,344,321,344,425,472,525,433,288,192,154,148,89,73
39000@1,-79.84283986,40.36380839,1,3,3,1,25,50,101,109,82,55,65,63,78,60,75,116,84,42,9,12,7,9,21,6
23722@1,-80.13303564,40.66280438,24,10,12,10,36,109,356,480,342,194,164,180,183,162,228,348,500,518,298,174,137,102,67,45
10589@1,-80.09485381,40.55158604,51,21,18,21,43,196,697,308,115,780,549,660,716,644,809,99,305,323,65,605,444,351,177,106
33170@1,-79.82232191,40.4350143,8,4,6,9,18,48,92,98,127,109,120,112,146,112,150,132,150,130,106,67,57,40,41,17
5448@1,-80.0314724,40.3056973,60,39,23,72,218,441,599,609,594,687,691,722,731,796,844,928,27,955,797,764,515,311,190,102
5751@1,-80.0719935,40.60187604,5,4,2,-1,1,17,72,235,220,186,163,180,205,166,238,291,311,374,286,182,108,69,34,20
5643@1,-80.22222942,40.51453485,77,38,32,56,85,211,677,824,866,769,738,755,801,820,947,86,202,128,908,690,597,453,261,234
5643@2,-80.22231745,40.5144685,84,44,33,48,92,244,551,821,876,765,725,744,802,840,938,52,157,83,860,651,566,428,237,207
6102@1,-79.93942803,40.32555152,40,25,32,88,289,461,597,521,487,492,569,604,572,651,782,816,772,559,438,352,277,211,146,66
5994@1,-79.84850043,40.25469261,27,23,23,24,49,142,267,293,282,302,289,302,350,409,349,447,493,487,383,286,243,235,151,68
27742@1,-79.86155474,40.33107517,11,2,1,5,8,40,78,89,84,70,55,53,57,58,63,78,107,120,94,53,20,18,13,11
16519@1,-79.72396204,40.65245102,8,6.5,6.5,19,32,93,257,346,262.5,214.5,195,183,186.5,227,246.5,330.5,426.5,407,248.5,184.5,144,115,80,33
2294@1,-79.69661145,40.48918739,12,-1,1,-1,7,21,64,79,100,74,67,75,75,93,99,107,145,119,73,78,61,46,23,10
6083@1,-79.89628116,40.31414563,177,97,92,89,185,548,948,922,733,699,729,766,770,789,944,294,294,162,889,677,547,483,409,275
11307@1,-79.94219988,40.6241181,58,51.5,32.5,47.5,90.5,278.5,648.5,829,796,742,707.5,781.5,855.5,822,857.5,504.5,639.5,592.5,843.5,580,426.5,342,180.5,91.5
11307@2,-79.94242694,40.6238498,21,23.5,12.5,18.5,56,197,425.5,35,487.5,377,340.5,374.5,408.5,376,387.5,425,491.5,424,363,237,175,138,64,38
5464@1,-80.03668523,40.37759692,55,26,33,81,200,629,923,794,675,702,785,723,755,790,924,929,968,871,750,594,552,347,192,95
21564@1,-79.99441287,40.43634804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183,200,212,284.5,455,448.5,-1,-1,-1,-1,-1,-1
27838@1,-80.0689857,40.43626764,69,14.5,12,24.5,52.5,106,369,524,469.5,468.5,536,483,513.5,632,647,612.5,827,864.5,689,469.5,394,316,159.5,94.5
5477@1,-80.08077467,40.38210447,24,10,14,29,70,207,729,45,802,728,641,669,687,790,930,192,327,357,887,672,441,263,163,95
5684@1,-80.12260737,40.59915217,22,5,10,10,25,100,281,465,433,290,266,284,286,257,307,424,499,530,419,264,193,157,89,60
38980@1,-79.79895243,40.52771965,63,35,27,59,68,325,696,730,649,471,417,475,469,504,643,791,897,867,668,452,353,326,206,139
5708@1,-80.05162557,40.51998029,68,41,17,32,44,165,459,754,719,425,388,494,422,480,588,699,804,871,631,524,416,348,248,124
5854@2,-79.96424654,40.54226595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,744,708,707,873,699,879,-1,-1,-1,-1,-1,-1
5854@1,-79.964125,40.54230985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,646,735,825,978,984,150,-1,-1,-1,-1,-1,-1
6027@1,-79.79133863,40.3284612,8,3,5,4,5,22,77,123,95,89,90,101,115,114,86,160,146,201,123,87,65,41,25,16
27760@1,-79.83149714,40.36125156,254,138,100,67,74,85,92,108,118,133,151,161,300,364,448,469,656,540,469,453,430,374,356,287
27372@1,-79.90566199,40.43810891,269,84,62,43,54,148,767,443,428,94,761,830,839,846,37,324,509,569,289,868,620,631,626,452
27568@1,-79.98281198,40.38437363,86,45,43,38,83,216,402,546,418,201,182,190,198,242,440,444,451,537,505,460,406,334,259,168
10512@1,-80.16944612,40.34702663,11,8,3,4,12,46,151,319,279,233,155,210,257,172,225,214,347,449,292,166,143,106,43,43
26003@1,-79.90196367,40.44942249,178,84,44,35,61,176,405,663,783,763,634,732,898,883,996,488,313,119,33,860,740,606,436,373
26003@2,-79.90199606,40.44937433,72,33,43,70,164,552,284,582,495,944,945,840,902,762,849,843,960,18,859,649,557,449,349,178
10508@1,-79.92799135,40.38160576,320,190,177,188,377,15,923,132,827,521,495,527,465,619,922,214,296,387,964,310,104,934,798,649
27715@1,-79.99263495,40.31408658,12,10,10,20,74,170,291,248,175,212,225,246,232,263,279,363,391,317,242,225,176,87,62,22
5676@1,-80.13204837,40.53703776,-1,1,1,2,-1,3,7,10,6,6,10,9,4,6,11,10,17,6,5,9,6,6,-1,1
5491@1,-80.05270059,40.43189521,74,39,25,24,42,169,436,819,780,580,546,509,570,657,682,792,23,6,785,577,488,333,268,175
5534@1,-80.2627254,40.42636864,2,2,1,1,4,14,31,34,42,42,34,40,37,39,52,47,72,52,29,16,27,17,13,8
27511@1,-79.99313282,40.58447459,3,3,1,2,7,36,131,289,239,200,223,224,218,213,284,362,336,380,231,90,73,69,35,19
27718@1,-79.95360765,40.31486286,7,3,14,17,55,116,236,328,429,513,611,665,622,657,631,663,626,531,459,342,190,107,55,22
5912@1,-79.82903814,40.57457597,1,1,1,1,4,6,23,28,25,18,25,31,30,25,30,31,42,39,42,27,14,12,2,7
27390@1,-79.97422452,40.44136947,45,36,30,27,37,147,412,614,625,422,352,364,379,377,533,713,755,782,493,331,248,303,164,89
10493@1,-79.83405995,40.35601765,114,94,146,286,823,739,953,787,473,300,386,424,439,595,893,994,963,609,111,976,783,648,470,277
15033@1,-79.91962222,40.5459002,7,2,2,1,3,15,53,109,96,56,63,48,65,43,68,87,98,112,75,66,28,34,18,7
5909@1,-79.84201913,40.6166416,5,3,7,14,49,127,263,143,124,132,151,174,160,194,290,323,300,276,200,205,97,56,24,10
27387@1,-79.96418983,40.44887076,51,34,23,11,20,101,304,513,444,349,287,312,318,343,423,515,642,625,419,255,225,179,153,111
21676@2,-80.22327519,40.50658021,79,55,38,66,124,280,597,850,714,555,628,747,863,815,828,849,948,21,808,633,462,366,256,188
21676@1,-80.22318829,40.50654046,115,55,34,51,104,224,596,965,839,602,612,799,907,707,810,776,945,18,808,654,537,476,336,236
27658@1,-80.08252688,40.37174773,56,11,17,12,45,205,555,869,830,647,585,688,693,726,798,982,64,30,903,629,478,288,187,128
8063@1,-79.84648206,40.29037645,8,5,4,1,2,15,47,49,45,45,63,44,58,56,62,74,90,84,83,76,62,38,22,23
21482@1,-80.15515405,40.4142098,9,6,4,1,12,38,120,174,126,85,56,82,84,81,98,142,165,173,89,62,36,31,20,12
5450@1,-80.02659137,40.34315928,65,57,40,118,368,640,802,726,818,945,17,12,59,114,8,36,21,22,964,918,587,455,237,116
7543@1,-80.25801024,40.5640679,37,16,9,10,18,56,137,246,214,223,193,266,298,294,278,322,381,448,395,276,248,170,85,48
5995@1,-79.83793822,40.28482022,45,31,23,27,51,185,379,379,378,346,370,369,408,429,433,553,578,602,491,385,310,260,146,112
5891@1,-79.87218532,40.56820753,1,4,1,3,3,5,30,66,60,25,19,25,27,23,42,37,57,44,35,18,15,5,7,4
6015@1,-79.8389332,40.40526778,64,41,42,50,130,264,672,809,590,609,523,544,573,539,621,560,584,642,453,337,239,225,156,152
27720@1,-79.98737793,40.32901181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,652.5,592,682.5,303.5,443.5,413.5,-1,-1,-1,-1,-1,-1
69@2,-80.01523483,40.41960171,252,147,135,121,189,347,688,859,717,733,753,859,862,969,263,483,785,722,345,946,843,783,580,420
5465@2,-80.04394787,40.38483265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,585,595,612,721,772,871,-1,-1,-1,-1,-1,-1
27552@1,-79.97715224,40.40521564,105,59,46,41,100,319,138,466,15,560,414,660,706,774,252,503,31,76,933,637,624,419,378,182
27836@1,-79.81869584,40.59543133,3,3,2,1,6,18,42,62,50,40,57,56,70,56,53,77,75,79,58,52,19,20,21,7
5465@1,-80.04385276,40.3847952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,443,496,537,527,511,539,-1,-1,-1,-1,-1,-1
10567@1,-80.13527615,40.49095715,15,6,4,9,13,49,136,262,211,120,106,142,125,151,190,291,342,385,233,185,121,71,66,46
48@1,-80.03535704,40.52835352,77,53,24,22,53,147,481,960,1,783,699,827,878,790,981,62,149,346,136,715,585,436,339,193
5468@1,-80.06371434,40.35361115,24,12,7,8,26,93,288,470,505,440,436,470,530,493,521,615,622,625,549,390,303,210,92,48
95@2,-80.03931353,40.50712178,70,30,64,139,202,688,458,690,644,249,137,48,93,167,345,501,809,531,478,314,123,801,510,325
27536@1,-79.98478139,40.48456612,14,5,3,10,9,53,167,274,184,135,115,129,117,116,183,252,330,314,186,108,72,50,40,37
15947@1,-79.79474006,40.61936703,2,1,4,12,20,40,29,29,32,29,20,30,31,43,39,51,56,42,27,12,12,18,10,5
10533@1,-79.79564612,40.64892335,7,3,8,14,64,131,170,113,102,88,94,92,131,132,161,202,197,152,115,107,69,42,21,13
27645@1,-80.06244565,40.44022235,1,3,7,10,18,33,34,43,53,76,94,86,64,65,101,95,64,63,50,61,75,86,83,45
10584@1,-79.97121252,40.55400555,47,16,22,11,55,195,566,897,897,725,703,716,730,783,815,47,181,134,991,622,515,368,202,110
27529@1,-79.96935513,40.50499442,20,11,8,8,11,77,353,653,471,241,207,222,234,235,397,528,540,531,419,290,277,133,78,42
27449@1,-79.89856833,40.42038202,49,36,35,7,32,114,220,335,302,264,264,251,299,317,333,400,501,465,368,305,220,169,143,97
10492@1,-79.82212544,40.21443376,17,8,13,16,65,141,166,171,166,157,159,156,147,122,203,218,276,256,234,159,117,127,84,45
27548@1,-79.99975259,40.41177995,59,24,33,40,59,81,101,150,262,301,304,411,563,627,653,473,462,411,407,389,345,394,222,185
26742@1,-80.30204707,40.45941995,9,2,1,4,7,33,65,74,70,58,46,44,47,48,52,65,89,100,78,44,17,15,11,9
27763@1,-79.84960968,40.34943843,95,46,31,27,42,101,196,273,248,225,232,250,321,309,385,472,438,358,344,291,273,243,193,155
5952@1,-79.85818371,40.47265828,84,27,24,23,40,116,434,693,563,382,291,314,349,364,475,624,691,804,450,315,283,184,154,135
5693@1,-80.11969014,40.55225528,6,7,4,3,10,39,156,399,341,262,213,239,266,247,325,385,407,385,260,175,116,100,47,26
26002@1,-79.87404243,40.43801067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,637,591,620,644,680,687,-1,-1,-1,-1,-1,-1
26002@2,-79.87353206,40.4370388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,600,679,778,908,205,280,-1,-1,-1,-1,-1,-1
25110@1,-79.94527934,40.50212314,109,67,38,27,64,151,621,166,938,734,752,865,871,883,49,319,348,375,226,11,654,486,288,202
31210@1,-79.80538328,40.33553818,41,33,52,140,447,944,57,819,764,728,778,830,842,871,143,489,384,36,792,621,441,309,206,108
27618@1,-80.03256132,40.49417123,12,10,24,36,48,97,302,410,278,227,217,227,238,244,253,314,549,543,350,338,278,241,72,36
27586@1,-80.01004784,40.39874483,6,1,4,3,19,96,192,109,74,50,41,61,63,66,85,99,110,66,39,43,28,15,11,6
27506@1,-79.98216102,40.42776047,123,67,49,32,36,41,45,52,57,65,74,79,146,177,218,228,319,263,228,221,210,182,173,140
6041@1,-79.81789122,40.30116425,32,17,12,9,20,73,178,228,226,185,216,209,261,220,196,276,348,348,292,258,210,155,107,72
23115@1,-80.04502325,40.54258159,57,26,15,15,34,147,446,870,835,686,548,714,794,705,824,941,995,16,939,737,468,363,227,142
6478@1,-79.68191838,40.50954858,6,1,-1,1,-1,5,10,18,15,28,19,27,29,14,22,24,18,19,21,17,8,7,1,1
27821@1,-79.75677642,40.46740398,23.5,11.5,17,20.5,46,181,488.5,676,700.5,543.5,538.5,594.5,700.5,629.5,742,837,457,472.5,761.5,596,400,277.5,163.5,111.5
6006@1,-79.8262016,40.40881321,27,30,29,35,170,330,516,444,344,340,329,347,409,480,560,661,526,485,359,297,205,123,79,47
14405@1,-79.95777423,40.43382027,33,15,19,46,93,278,986,417,94,982,869,896,946,13,257,614,805,845,208,910,598,355,222,130
5913@1,-79.8044261,40.54641655,49,15,13,14,45,123,298,308,336,238,260,296,317,335,360,443,487,424,348,230,146,115,91,36
5866@1,-79.96661181,40.5245717,18,7,2,12,12,46,226,303,234,148,131,179,194,211,309,350,351,314,309,219,205,106,38,31
5689@1,-80.10807109,40.64736841,35,22,20,16,43,118,381,615,519,356,330,336,351,324,352,503,635,741,529,296,269,213,146,82
27638@1,-80.07248772,40.44940194,41,28,24,43,35,87,245,451,399,267,260,238,301,303,365,368,481,515,418,288,222,166,134,120
6115@1,-79.90785083,40.35972768,314,162,96,94,59,147,492,285,812,488,286,123,238,292,194,500,917,951,946,703,103,836,759,496
3923@1,-79.99528544,40.44226042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,397,442.5,520.5,571.5,738,762,-1,-1,-1,-1,-1,-1
115@1,-79.87296234,40.30852454,44,30,31,30,69,267,438,467,332,349,381,388,459,464,581,742,748,596,459,343,266,191,175,108
27593@1,-80.02292734,40.44026272,26,13,7,5,18,52,213,368,281,194,145,173,201,179,251,369,532,452,325,203,182,132,95,43
10528@1,-79.7128379,40.50872896,1,1,1,1,5,23,63,90,46,48,54,44,47,74,74,84,93,123,81,68,41,23,11,7
5457@1,-80.01594289,40.31041081,15,10,15,18,99,233,363,346,225,292,281,309,346,359,444,501,593,442,322,278,182,96,77,36
27574@1,-79.8892792,40.39099581,37,27,26,44,151,301,402,373,239,246,300,314,302,395,506,613,639,469,368,334,282,218,136,72
5890@1,-79.9505813,40.54561131,9,4,3,3,9,23,92,175,188,162,105,147,131,169,152,191,238,204,179,137,143,79,50,37
27677@1,-80.0753166,40.47166609,9,7,10,6,8,15,33,84,76,54,48,81,90,77,125,93,107,125,76,68,43,41,35,24
