Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
DBE,"Brightset Systems, LLC",Mr. Ishak Y Jama,"Engineering services to supply electrical equipment, motor control centers (MCC's), and wastewater treatment plants",,"541330, 541420, 541620",496 McCully Streeet  Pittsburgh PA 15216,496 McCully Streeet  Pittsburgh PA 15216,412-944-5317,412-944-5317,brightset@gmail.com,,
DBE,"Brila Construction Supply, LLC",Ms. Bridget E Rowland,"Provides construction liners, aggregates, and rebar",,"423320, 423510, 424610",1643 Allegheny Boulevard  Reno PA 16343,Post Office Box 323  Reno PA 16343,814-677-3073,814-676-8854,brilaconstruction@gmail.com,,
DBE,Brown's Enterprises,Timothy Brown,"Low voltage-telecommunication, cable, and satellite wiring and installation; office supplies and products; replacement of ink cartridges for copiers and general cleaning and dust removal for copiers; public radio parts and accessories; editing and updating of Motorola 911 software; computer systems design services; computer facilities management services; computer training; computer repair training; consumer electronics repair and maintenance; and communication equipment repair and maintenance",,"238210, 423690, 425120, 541511, 541512, 541513, 611420, 611519, 811211, 811212, 811213","10955 Golden West Drive, Suite B  Hunt Valley MD 21031",1807 East Joppa Road  Baltimore MD 21234,410-832-1889,410-832-1875,tbrown@brownscomm.com,http://www.brownscomm.com,
DBE,"Building Control Parts, LLC",Ms. Sally J Burdick,Warehouses and distributes HVAC controls and components,,"423720, 423730",1248 St. Clair Street  Latrobe PA 15650,1248 St. Clair Street  Latrobe PA 15650,724-532-5553,724-332-5553,sburdick@buildingcontrolparts.com,https://www.buildingcontrolparts.com,
DBE,"Bulk Transportation Services, Inc.",Ms. Lisa M Merlo,"Trucking of coal, ash, stone and soil",,484220,234 Merlo Road  Mineral Point PA 15942,234 Merlo Road  Mineral Point PA 15942,814-659-2320,814-322-1549,lisammerlo137@gmail.com,,
DBE,Bulldog Electric,Lon English,Electrical contractor,,238210,154 Broadcrest Drive  Pittsburgh PA 15235,154 Broadcrest Drive  Pittsburgh PA 15235,412-345-8098,412-455-5454,blldgelectric@yahoo.com,http://www.bulldogelec.com,
DBE,"Burke & Michael, Inc.","Ms. Valerie Sowa, Mr. Michael Barbush","Furniture dealership, offering space planning, procurement, delivery and installation services to corporations and institutions in Western Pennsylvania and the surrounding tri-state area",,"238390, 337211, 337214, 423210, 425210",833 Beech Avenue  Pittsburgh PA 15233,833 Beech Avenue  Pittsburgh PA 15233,412-321-2301 x20,412-321-4582,MaryFrances@BurkeMichael.com,http://www.burkeandmichael.com,
DBE,"Butler Floor & Carpet Company, Inc.","Julie A Czifra, Timothy D Croft",Acoustic ceiling and drywall installation and supply,,"238310, 238910, 423220, 444190",1763 N. Main Street Extension  Butler PA 16001,1763 N. Main Street Extension  Butler PA 16001,724-287-2289,,julie@butlerfloor.com,http://www.butlerfloor.com,
DBE,Buzzelli Group LLC,Heidi Buzzelli,"Provides construction management services to include owner's representative services, broker of building materials, and design services.  Administrative management and general management consulting services.",,"236220, 238320, 425120, 541410, 541611",110 Beech Ridge Drive  Sewickley PA 15143,110 Beech Ridge Drive  Sewickley PA 15143,724-263-1626,,hbuzzelli@gmail.com,,
DBE,"Byars & Alexander Financial Group, LLC",Louis Alexander,"Employee benefit consulting services, retirement benefits, healthcare, life insurance, and disability investments",,"524210, 541612","810 River Ave, Suite 130  Pittsburgh PA 15212",P.O. Box 2749  Pittsburgh PA 15230,412-231-5512,412-231-5510,byarsalex1@aol.com,,
DBE,"C and S Locksmith Services, LLC",Christopher Haigh,"Installs and repairs residential, automotive, and commercial locks. Creates residential and commercial master key systems. Cuts residential, commercial, and automotive keys. Re-keys residential, commercial, and automotive lock cylinders.",,561622,402 Euclid Street  McKeesport PA 15132,402 Euclid Street  McKeesport PA 15132,412-889-5120,412-896-4378,cslocksmithservices@yahoo.com,http://www.cslocksmithservices.com,
DBE,"C&C Business Products, LLC","Ms. Molly Wawrzynski, Mr. Edward Wawrzynski",Direct mail service and digital printing,,"323111, 561499",4930 S. Pioneer Road  Gibsonia PA 15044,4930 S. Pioneer Road  Gibsonia PA 15044,724-443-5933,724-443-5937,molly@ccmailing.com,http://www.ccmailing.com,
DBE,"C. M. Marks, Inc.","Ms. KathyJo Marks, Mr. Charles Marks","Utility lines related to main water and sewer, and grading",,"237110, 238910",6154 Stebenville Pike  McKees Rocks PA 15136,6154 Stebenville Pike  McKees Rocks PA 15136,412-787-1153,412-787-1153,cmminc@comcast.net,,
DBE,"CARTL Construction, Inc.",Ms. Joyce A Romig,"Construction contractor in the areas of demolition, masonry, and concrete",,"238140, 238910",30 Christonia Road  Gibsonia PA 15044,30 Christonia Road  Gibsonia PA 15044,724-444-6751,724-443-6583,cartlconst@yahoo.com,,
DBE,CCL Restoration LLC,Ms. Carmen Jordan,"Construction management, full-service residential, commercial janitorial, and post-construction cleaning.  Wholesale, Trade Agents, Brokers of medical supplies.",,"236220, 425120, 561720",55 Pine Valley Drive  Pittsburgh PA 15235,55 Pine Valley Drive  Pittsburgh PA 15235,412-926-6156,,CarmenJordan23@Gmail.com,,
DBE,"CK United Sheet Metal & Mechanical, Inc.",Maurice E Coates,Wholesale trade agents and brokers of construction materials.,,425120,2805 Lincoln Avenue  Evansville IN 47714,P.O. BOX 16095  Evansville IN 47716,812-423-5090,812-423-5499,gc@Ckunited.com,http://www.ckunitedsheetmetal.com,
DBE,"CSI Construction CO., Inc.",Heddy M Richard,"General contractor for multi-family residential projects, commercial projects, asbestos abatement, selective demolition, and construction management services",,"236115, 236116, 236210, 236220, 237110, 237310, 237990, 238910, 562910",8051 Aber Road  Verona PA 15147,8051 Aber Road  Verona PA 15147,412-580-4468,412-727-7112,heddycsi@yahoo.com,,
DBE,"CVAV Enterprises, LLC",Ms. Carrie J Vavrick,"Geotechnical and environmental test boring, core sampling, and clerical services",,"213115, 238910, 561110",140 Mong Road  Scenery Hill PA 15360,140 Mong Road  Scenery Hill PA 15360,412-217-1771,412-217-1771,cvav@aol.com,,
DBE,Cafe' On The Corner,"Mrs. Lateresa Blackwell, Mr. Michael Blackwell","A comfortable inviting restaurant offering an eclectic, multi-ethnic, moderately-priced menu. Also provides a full-capacity catering service, including event rentals.",,"531120, 722320, 722513",2700 Shadeland Ave  Pittsburgh PA 15212,2700 Shadeland Ave  Pittsburgh PA 15212,412-415-3672,,cafeonthecornerpgh@gmail.com,http://www.cafeonthecornerpgh.org,
DBE,"Cam Construction, LLC",Patrick C Miller,"General contractor specializing in home renovations and light commercial upgrades. Services include electrical, plumbing, interior and exterior painting, framing, drywall, drywall finish, hardwood floor restoration, ceramic tile, kitchen remodeling, bathroom remodeling, concrete repair, retaining walls, roofing, soffit, fascia, siding, downspouts, gutters, and chimney pointing.",,"236118, 238170, 238210, 238310, 238330",1203 Milltown Road  Verona PA 15147,1203 Milltown Road  Verona PA 15147,412-812-8514,412-812-8514,camconstruct14@gmail.com,,
DBE,"Cameron Professional Management, LLC",Kevin W Cameron,"Provides management consulting and services including project management, project management training, vendor risk management, supply chain management, business consulting, and staff augmentation",,"541611, 541612, 541613, 541614, 541618, 561110, 561320, 611430","1901 Centre Avenue, Suite 202  Pittsburgh PA 15219","1901 Centre Avenue, Suite 202  Pittsburgh PA 15219",412-251-5924,412-251-5924,kevin.cameron@cpromgt.com,http://www.cpromgt.com,
DBE,"Cameron Professional Services Group, LLC",Francine B Cameron,"Economic and housing development financial analysis, accounting and bookkeeping support (Quick Books), financial advisory services (life insurance, retirement),  management consulting services, project management, administrative management, marketing, human resource consulting, training, and other management services.",,"523930, 524298, 531390, 541211, 541611, 541612, 541613, 541614, 541618, 561110, 611430","1901 Centre Avenue, Suite 202  Pittsburgh PA 15219","1901 Centre Avenue, Suite 202  Pittsburgh PA 15219",412-251-0607,412-251-0607,fcameron@cameronpsg.com,http://www.cameronpsg.com,
DBE,Cara Halderman Historic Preservation Consulting,Ms. Cara Halderman,"Historic preservation consulting and architectural history services (architectural surveys, Section 106 reviews, building histories)",,712120,2212 Perrysville Avenue  Pittsburgh PA 15214,2212 Perrysville Avenue  Pittsburgh PA 15214,406-671-8384,406-671-8384,carahalderman@msn.com,,
DBE,"CareMaxx, LLC",Ms. Michala Smith,"Non-medical home care agency that provides senior care and personal care for individuals with disabilities.  Services include assisting clients with daily living needs, which include but not limited to assisting with bathing, assisting in dressing and grooming, maintaining personal hygiene, medication reminders, light housekeeping, meal preparation, accompanying to appointments and community activities, errand running, transfers to wheelchair, transfers to bed, toileting, brief changes, etc.",,621610,10989 Frankstown Road  Pittsburgh PA 15235,10989 Frankstown Road  Pittsburgh PA 15235,412-203-8858,412-203-8859,msmith@care-maxx.com,http://www.care-maxx.com,
DBE,"Cargo Electric, Inc.","Carldee Cargo, Eric Cargo, Christopher Cargo",Residential and commercial electrical contractor,,238210,652 Arlington Avenue  Pittsburgh PA 15203,652 Arlington Avenue  Pittsburgh PA 15203,412-488-4415,412-488-6003,cargograce@aol.com,,
DBE,"Carol Philp, Inc. dba CPI Creative",Ms. Caroline W Philp,"Provides custom product design, promotional products, branded apparel, graphic design, fulfillment and warehousing",,"541430, 541890",336 1st Street  Pittsburgh PA 15215,336 1st Street  Pittsburgh PA 15215,412-782-2675,412-782-1732,carol@cpicreative.com,http://www.cpicreative.com,
DBE,Chambers Demostruction,Raymond C Sr.,Masonry and demolition contractor and asbestos abatement services,,"238140, 238910, 562910",7122 Tilden Street  Pittsburgh PA 15206,7122 Tilden Street  Pittsburgh PA 15206,412-618-6679,412-404-2441,bootsiechambers@comcast.net,,
DBE,Chandler Reporting Services,Monica Chandler,Court reporting services and notary services,,"541199, 561492",6853 Saltsburg Road  Pittsburgh PA 15235,6853 Saltsburg Road  Pittsburgh PA 15235,412-680-4009,412-795-1719,chandlerreporting@gmail.com,,
DBE,"Charles Jones Contracting & Remodeling, LLC",Mr. Charles Jones,"Remodeling and renovation of residential and commercial spaces, home improvements, general contracting, commercial services, concrete, masonry, drywall, plaster, insulation and demolition",,"236118, 236220, 238110, 238190, 238310, 238910",3017 Gilmore Avenue  Pittsburgh PA 15235,3017 Gilmore Avenue  Pittsburgh PA 15235,412-657-8780,,charlesjones725@gmail.com,,
DBE,"Christman Chemical Company, Inc.","Ms. Lynne W Christman, Mr. Terrance D Aurini, Mr. Delmar R Willson Jr.","Distribution of janitorial, maintenance supplies, equipment, construction tools AND equipment, office furniture and office supplies. Local specialized freight trucking. Repair service to janitorial equipment. Consulting to house-keeping environmental services including in-service seminars for OSHA AND EPA 'Right to Know' compliance in the workplace.  Also specialize in 'Green Building Consulting' and Green Building Supplies.",,"423850, 424690, 425120, 484220, 541690",One Sheridan Street  Pittsburgh PA 15209,Post Office Box 5865  Pittsburgh PA 15209,412-821-7440,412-821-2108,LynneChristman@ZoomInternet.net,http://www.christman-chemical.com,
DBE,"Cipher, LLC","Ms. Vicki J Esswein, Mr. Michael J Saulnier",Contract cost estimating company,,"541310, 541330",935 White Water Drive  Mars PA 16046,935 White Water Drive  Mars PA 16046,724-493-4417,,v.esswein@cipherllc.com,,
DBE,City Sportz,Mr. Joseph D Brentley,"Distributor of all promotional items, sports apparel, uniforms, embroidery and silk screening, trophies and plaques",,"314999, 315210, 453220, 454390","128 N. Fremont Street, 2nd Floor  Pittsburgh PA 15202","128 N. Fremont Street, 2nd Floor  Pittsburgh PA 15202",412-415-3108,412-415-0530,citysportz212@gmail.com,,
DBE,"Civic Mapper, LLC","Emily Mercurio, Christian Gass","Provides geographic information systems GIS, geospatial data development, scripting and coding, web map application development, remote sensing, drone imaging and data development, digital elevation modeling and water, wastewater, sewer and storm water related mapping series",,"518210, 541370, 541511, 541512",6101 Penn Avenue  Pittsburgh PA 15206,2014 LaCrosse Street  Pittsburgh PA 15218,315-729-7869,,emily.mercurio@civicmapper.com,http://www.civicmapper.com,
DBE,Clear Solutions of Wexford,Ms. Janet Schneider,"Software consulting and training, and information technology support and network design",,"541511, 541512, 541513, 541519",9853 Old Perry Highway  Wexford PA 15090,9853 Old Perry Highway  Wexford PA 15090,412-367-9764,412-367-9765,clearsolutions@earthlink.net,,
DBE,"Clemintime, LLC",Ms. Elizabeth Klehm,Provides audio and visual engineering and consultation services,,512240,2972 Clearview Road  Allison Park PA 15101,2972 Clearview Road  Allison Park PA 15101,617-817-0956,617-817-0956,Clemintimellc@gmail.com,,
DBE,Clio Consulting,Angelique Bamberg,Historic preservation consulting services and professional writing,,"711510, 712120",233 Amber Street  Pittsburgh PA 15206,233 Amber Street  Pittsburgh PA 15206,412-956-5517,412-665-0639,clioconsulting@me.com,,
DBE,"CobblerWorld, LLC","Ms. Terina J Hicks, Mr. Joseph L Hicks","Provides baked confection products, catering, pre-packaged baked goods, continental breakfast, snacks, desserts bars and more",,"722320, 722515",1059 Penn Avenue  Pittsburgh PA 15222,1059 Penn Avenue  Pittsburgh PA 15222,412-403-2158,412-584-2105,info@cobblerworld.com,https://cobblerworld.com,
